tld,suffix,country,category,reference
museum,house.museum,,museum,http://about.museum/naming
museum,humanities.museum,,museum,http://about.museum/naming
museum,illustration.museum,,museum,http://about.museum/naming
museum,imageandsound.museum,,museum,http://about.museum/naming
museum,indian.museum,,museum,http://about.museum/naming
museum,indiana.museum,,museum,http://about.museum/naming
museum,indianapolis.museum,,museum,http://about.museum/naming
museum,indianmarket.museum,,museum,http://about.museum/naming
museum,intelligence.museum,,museum,http://about.museum/naming
museum,interactive.museum,,museum,http://about.museum/naming
museum,iraq.museum,,museum,http://about.museum/naming
museum,iron.museum,,museum,http://about.museum/naming
museum,isleofman.museum,,museum,http://about.museum/naming
museum,jamison.museum,,museum,http://about.museum/naming
museum,jefferson.museum,,museum,http://about.museum/naming
museum,jerusalem.museum,,museum,http://about.museum/naming
museum,jewelry.museum,,museum,http://about.museum/naming
museum,jewish.museum,,museum,http://about.museum/naming
museum,jewishart.museum,,museum,http://about.museum/naming
museum,jfk.museum,,museum,http://about.museum/naming
museum,journalism.museum,,museum,http://about.museum/naming
museum,judaica.museum,,museum,http://about.museum/naming
museum,judygarland.museum,,museum,http://about.museum/naming
museum,juedisches.museum,,museum,http://about.museum/naming
museum,juif.museum,,museum,http://about.museum/naming
museum,karate.museum,,museum,http://about.museum/naming
museum,karikatur.museum,,museum,http://about.museum/naming
museum,kids.museum,,museum,http://about.museum/naming
museum,koebenhavn.museum,,museum,http://about.museum/naming
museum,koeln.museum,,museum,http://about.museum/naming
museum,kunst.museum,,museum,http://about.museum/naming
museum,kunstsammlung.museum,,museum,http://about.museum/naming
museum,kunstunddesign.museum,,museum,http://about.museum/naming
museum,labor.museum,,museum,http://about.museum/naming
museum,labour.museum,,museum,http://about.museum/naming
museum,lajolla.museum,,museum,http://about.museum/naming
museum,lancashire.museum,,museum,http://about.museum/naming
museum,landes.museum,,museum,http://about.museum/naming
museum,lans.museum,,museum,http://about.museum/naming
museum,larsson.museum,,museum,http://about.museum/naming
museum,lewismiller.museum,,museum,http://about.museum/naming
museum,lincoln.museum,,museum,http://about.museum/naming
museum,linz.museum,,museum,http://about.museum/naming
museum,living.museum,,museum,http://about.museum/naming
museum,livinghistory.museum,,museum,http://about.museum/naming
museum,localhistory.museum,,museum,http://about.museum/naming
museum,london.museum,,museum,http://about.museum/naming
museum,losangeles.museum,,museum,http://about.museum/naming
museum,louvre.museum,,museum,http://about.museum/naming
museum,loyalist.museum,,museum,http://about.museum/naming
museum,lucerne.museum,,museum,http://about.museum/naming
museum,luxembourg.museum,,museum,http://about.museum/naming
museum,luzern.museum,,museum,http://about.museum/naming
museum,läns.museum,,museum,http://about.museum/naming
museum,mad.museum,,museum,http://about.museum/naming
museum,madrid.museum,,museum,http://about.museum/naming
museum,mallorca.museum,,museum,http://about.museum/naming
museum,manchester.museum,,museum,http://about.museum/naming
museum,mansion.museum,,museum,http://about.museum/naming
museum,mansions.museum,,museum,http://about.museum/naming
museum,manx.museum,,museum,http://about.museum/naming
museum,marburg.museum,,museum,http://about.museum/naming
museum,maritime.museum,,museum,http://about.museum/naming
museum,maritimo.museum,,museum,http://about.museum/naming
museum,maryland.museum,,museum,http://about.museum/naming
museum,marylhurst.museum,,museum,http://about.museum/naming
museum,media.museum,,museum,http://about.museum/naming
museum,medical.museum,,museum,http://about.museum/naming
museum,medizinhistorisches.museum,,museum,http://about.museum/naming
museum,meeres.museum,,museum,http://about.museum/naming
museum,memorial.museum,,museum,http://about.museum/naming
museum,mesaverde.museum,,museum,http://about.museum/naming
museum,michigan.museum,,museum,http://about.museum/naming
museum,midatlantic.museum,,museum,http://about.museum/naming
museum,military.museum,,museum,http://about.museum/naming
museum,mill.museum,,museum,http://about.museum/naming
museum,miners.museum,,museum,http://about.museum/naming
museum,mining.museum,,museum,http://about.museum/naming
museum,minnesota.museum,,museum,http://about.museum/naming
museum,missile.museum,,museum,http://about.museum/naming
museum,missoula.museum,,museum,http://about.museum/naming
museum,modern.museum,,museum,http://about.museum/naming
museum,moma.museum,,museum,http://about.museum/naming
museum,money.museum,,museum,http://about.museum/naming
museum,monmouth.museum,,museum,http://about.museum/naming
museum,monticello.museum,,museum,http://about.museum/naming
museum,montreal.museum,,museum,http://about.museum/naming
museum,moscow.museum,,museum,http://about.museum/naming
museum,motorcycle.museum,,museum,http://about.museum/naming
museum,muenchen.museum,,museum,http://about.museum/naming
museum,muenster.museum,,museum,http://about.museum/naming
museum,mulhouse.museum,,museum,http://about.museum/naming
museum,muncie.museum,,museum,http://about.museum/naming
museum,museet.museum,,museum,http://about.museum/naming
museum,museum,,museum,http://about.museum/naming
museum,museumcenter.museum,,museum,http://about.museum/naming
museum,museumvereniging.museum,,museum,http://about.museum/naming
museum,music.museum,,museum,http://about.museum/naming
museum,national.museum,,museum,http://about.museum/naming
museum,nationalfirearms.museum,,museum,http://about.museum/naming
museum,nationalheritage.museum,,museum,http://about.museum/naming
museum,nativeamerican.museum,,museum,http://about.museum/naming
museum,naturalhistory.museum,,museum,http://about.museum/naming
museum,naturalhistorymuseum.museum,,museum,http://about.museum/naming
museum,naturalsciences.museum,,museum,http://about.museum/naming
museum,nature.museum,,museum,http://about.museum/naming
museum,naturhistorisches.museum,,museum,http://about.museum/naming
museum,natuurwetenschappen.museum,,museum,http://about.museum/naming
museum,naumburg.museum,,museum,http://about.museum/naming
museum,naval.museum,,museum,http://about.museum/naming
museum,nebraska.museum,,museum,http://about.museum/naming
museum,neues.museum,,museum,http://about.museum/naming
museum,newhampshire.museum,,museum,http://about.museum/naming
museum,newjersey.museum,,museum,http://about.museum/naming
museum,newmexico.museum,,museum,http://about.museum/naming
museum,newport.museum,,museum,http://about.museum/naming
museum,newspaper.museum,,museum,http://about.museum/naming
museum,newyork.museum,,museum,http://about.museum/naming
museum,niepce.museum,,museum,http://about.museum/naming
museum,norfolk.museum,,museum,http://about.museum/naming
museum,north.museum,,museum,http://about.museum/naming
museum,nrw.museum,,museum,http://about.museum/naming
museum,nyc.museum,,museum,http://about.museum/naming
museum,nyny.museum,,museum,http://about.museum/naming
museum,oceanographic.museum,,museum,http://about.museum/naming
museum,oceanographique.museum,,museum,http://about.museum/naming
museum,omaha.museum,,museum,http://about.museum/naming
museum,online.museum,,museum,http://about.museum/naming
museum,ontario.museum,,museum,http://about.museum/naming
museum,openair.museum,,museum,http://about.museum/naming
museum,oregon.museum,,museum,http://about.museum/naming
museum,oregontrail.museum,,museum,http://about.museum/naming
museum,otago.museum,,museum,http://about.museum/naming
museum,oxford.museum,,museum,http://about.museum/naming
museum,pacific.museum,,museum,http://about.museum/naming
museum,paderborn.museum,,museum,http://about.museum/naming
museum,palace.museum,,museum,http://about.museum/naming
museum,paleo.museum,,museum,http://about.museum/naming
museum,palmsprings.museum,,museum,http://about.museum/naming
museum,panama.museum,,museum,http://about.museum/naming
museum,paris.museum,,museum,http://about.museum/naming
museum,pasadena.museum,,museum,http://about.museum/naming
museum,pharmacy.museum,,museum,http://about.museum/naming
museum,philadelphia.museum,,museum,http://about.museum/naming
museum,philadelphiaarea.museum,,museum,http://about.museum/naming
museum,philately.museum,,museum,http://about.museum/naming
museum,phoenix.museum,,museum,http://about.museum/naming
museum,photography.museum,,museum,http://about.museum/naming
museum,pilots.museum,,museum,http://about.museum/naming
museum,pittsburgh.museum,,museum,http://about.museum/naming
museum,planetarium.museum,,museum,http://about.museum/naming
museum,plantation.museum,,museum,http://about.museum/naming
museum,plants.museum,,museum,http://about.museum/naming
museum,plaza.museum,,museum,http://about.museum/naming
museum,portal.museum,,museum,http://about.museum/naming
museum,portland.museum,,museum,http://about.museum/naming
museum,portlligat.museum,,museum,http://about.museum/naming
museum,posts-and-telecommunications.museum,,museum,http://about.museum/naming
museum,preservation.museum,,museum,http://about.museum/naming
museum,presidio.museum,,museum,http://about.museum/naming
museum,press.museum,,museum,http://about.museum/naming
museum,project.museum,,museum,http://about.museum/naming
museum,public.museum,,museum,http://about.museum/naming
museum,pubol.museum,,museum,http://about.museum/naming
museum,quebec.museum,,museum,http://about.museum/naming
museum,railroad.museum,,museum,http://about.museum/naming
museum,railway.museum,,museum,http://about.museum/naming
museum,research.museum,,museum,http://about.museum/naming
museum,resistance.museum,,museum,http://about.museum/naming
museum,riodejaneiro.museum,,museum,http://about.museum/naming
museum,rochester.museum,,museum,http://about.museum/naming
museum,rockart.museum,,museum,http://about.museum/naming
museum,roma.museum,,museum,http://about.museum/naming
museum,russia.museum,,museum,http://about.museum/naming
museum,saintlouis.museum,,museum,http://about.museum/naming
museum,salem.museum,,museum,http://about.museum/naming
museum,salvadordali.museum,,museum,http://about.museum/naming
museum,salzburg.museum,,museum,http://about.museum/naming
museum,sandiego.museum,,museum,http://about.museum/naming
museum,sanfrancisco.museum,,museum,http://about.museum/naming
museum,santabarbara.museum,,museum,http://about.museum/naming
museum,santacruz.museum,,museum,http://about.museum/naming
museum,santafe.museum,,museum,http://about.museum/naming
museum,saskatchewan.museum,,museum,http://about.museum/naming
museum,satx.museum,,museum,http://about.museum/naming
museum,savannahga.museum,,museum,http://about.museum/naming
museum,schlesisches.museum,,museum,http://about.museum/naming
museum,schoenbrunn.museum,,museum,http://about.museum/naming
museum,schokoladen.museum,,museum,http://about.museum/naming
museum,school.museum,,museum,http://about.museum/naming
museum,schweiz.museum,,museum,http://about.museum/naming
museum,science-fiction.museum,,museum,http://about.museum/naming
museum,science.museum,,museum,http://about.museum/naming
museum,scienceandhistory.museum,,museum,http://about.museum/naming
museum,scienceandindustry.museum,,museum,http://about.museum/naming
museum,sciencecenter.museum,,museum,http://about.museum/naming
museum,sciencecenters.museum,,museum,http://about.museum/naming
museum,sciencehistory.museum,,museum,http://about.museum/naming
museum,sciences.museum,,museum,http://about.museum/naming
museum,sciencesnaturelles.museum,,museum,http://about.museum/naming
museum,scotland.museum,,museum,http://about.museum/naming
museum,seaport.museum,,museum,http://about.museum/naming
museum,settlement.museum,,museum,http://about.museum/naming
museum,settlers.museum,,museum,http://about.museum/naming
museum,shell.museum,,museum,http://about.museum/naming
museum,sherbrooke.museum,,museum,http://about.museum/naming
museum,sibenik.museum,,museum,http://about.museum/naming
museum,silk.museum,,museum,http://about.museum/naming
museum,ski.museum,,museum,http://about.museum/naming
museum,skole.museum,,museum,http://about.museum/naming
museum,society.museum,,museum,http://about.museum/naming
museum,sologne.museum,,museum,http://about.museum/naming
museum,soundandvision.museum,,museum,http://about.museum/naming
museum,southcarolina.museum,,museum,http://about.museum/naming
museum,southwest.museum,,museum,http://about.museum/naming
museum,space.museum,,museum,http://about.museum/naming
museum,spy.museum,,museum,http://about.museum/naming
museum,square.museum,,museum,http://about.museum/naming
museum,stadt.museum,,museum,http://about.museum/naming
museum,stalbans.museum,,museum,http://about.museum/naming
museum,starnberg.museum,,museum,http://about.museum/naming
museum,state.museum,,museum,http://about.museum/naming
museum,stateofdelaware.museum,,museum,http://about.museum/naming
museum,station.museum,,museum,http://about.museum/naming
museum,steam.museum,,museum,http://about.museum/naming
museum,steiermark.museum,,museum,http://about.museum/naming
museum,stjohn.museum,,museum,http://about.museum/naming
museum,stockholm.museum,,museum,http://about.museum/naming
museum,stpetersburg.museum,,museum,http://about.museum/naming
museum,stuttgart.museum,,museum,http://about.museum/naming
museum,suisse.museum,,museum,http://about.museum/naming
museum,surgeonshall.museum,,museum,http://about.museum/naming
museum,surrey.museum,,museum,http://about.museum/naming
museum,svizzera.museum,,museum,http://about.museum/naming
museum,sweden.museum,,museum,http://about.museum/naming
museum,sydney.museum,,museum,http://about.museum/naming
museum,tank.museum,,museum,http://about.museum/naming
museum,tcm.museum,,museum,http://about.museum/naming
museum,technology.museum,,museum,http://about.museum/naming
museum,telekommunikation.museum,,museum,http://about.museum/naming
museum,television.museum,,museum,http://about.museum/naming
museum,texas.museum,,museum,http://about.museum/naming
museum,textile.museum,,museum,http://about.museum/naming
museum,theater.museum,,museum,http://about.museum/naming
museum,time.museum,,museum,http://about.museum/naming
museum,timekeeping.museum,,museum,http://about.museum/naming
museum,topology.museum,,museum,http://about.museum/naming
museum,torino.museum,,museum,http://about.museum/naming
museum,touch.museum,,museum,http://about.museum/naming
museum,town.museum,,museum,http://about.museum/naming
museum,transport.museum,,museum,http://about.museum/naming
museum,tree.museum,,museum,http://about.museum/naming
museum,trolley.museum,,museum,http://about.museum/naming
museum,trust.museum,,museum,http://about.museum/naming
museum,trustee.museum,,museum,http://about.museum/naming
museum,uhren.museum,,museum,http://about.museum/naming
museum,ulm.museum,,museum,http://about.museum/naming
museum,undersea.museum,,museum,http://about.museum/naming
museum,university.museum,,museum,http://about.museum/naming
museum,usa.museum,,museum,http://about.museum/naming
museum,usantiques.museum,,museum,http://about.museum/naming
museum,usarts.museum,,museum,http://about.museum/naming
museum,uscountryestate.museum,,museum,http://about.museum/naming
museum,usculture.museum,,museum,http://about.museum/naming
museum,usdecorativearts.museum,,museum,http://about.museum/naming
museum,usgarden.museum,,museum,http://about.museum/naming
museum,ushistory.museum,,museum,http://about.museum/naming
museum,ushuaia.museum,,museum,http://about.museum/naming
museum,uslivinghistory.museum,,museum,http://about.museum/naming
museum,utah.museum,,museum,http://about.museum/naming
museum,uvic.museum,,museum,http://about.museum/naming
museum,valley.museum,,museum,http://about.museum/naming
museum,vantaa.museum,,museum,http://about.museum/naming
museum,versailles.museum,,museum,http://about.museum/naming
museum,viking.museum,,museum,http://about.museum/naming
museum,village.museum,,museum,http://about.museum/naming
museum,virginia.museum,,museum,http://about.museum/naming
museum,virtual.museum,,museum,http://about.museum/naming
museum,virtuel.museum,,museum,http://about.museum/naming
museum,vlaanderen.museum,,museum,http://about.museum/naming
museum,volkenkunde.museum,,museum,http://about.museum/naming
museum,wales.museum,,museum,http://about.museum/naming
museum,wallonie.museum,,museum,http://about.museum/naming
museum,war.museum,,museum,http://about.museum/naming
museum,washingtondc.museum,,museum,http://about.museum/naming
museum,watch-and-clock.museum,,museum,http://about.museum/naming
museum,watchandclock.museum,,museum,http://about.museum/naming
museum,western.museum,,museum,http://about.museum/naming
museum,westfalen.museum,,museum,http://about.museum/naming
museum,whaling.museum,,museum,http://about.museum/naming
museum,wildlife.museum,,museum,http://about.museum/naming
museum,williamsburg.museum,,museum,http://about.museum/naming
museum,windmill.museum,,museum,http://about.museum/naming
