tld,suffix,country,category,reference
ru,net.ru,RU,,https://www.msk-ix.ru
ru,nov.ru,RU,,https://faitid.org
ru,org.ru,RU,,https://www.msk-ix.ru
ru,pp.ru,RU,,https://www.msk-ix.ru
ru,pyatigorsk.ru,RU,,https://faitid.org
ru,ras.ru,RU,,https://www.redstarconsultants.com
ru,ru,RU,,https://cctld.ru/files/pdf/docs/en/rules_ru-rf.pdf
ru,spb.ru,RU,,https://faitid.org
ru,test.ru,RU,,https://cctld.ru/en/domains/domens_ru/reserved
ru,vladikavkaz.ru,RU,,https://faitid.org
ru,vladimir.ru,RU,,https://faitid.org
ru,vps.mcdir.ru,RU,,https://mchost.ru
rugby,rugby,,,2016-12-15 World Rugby Strategic Developments Limited
ruhr,ruhr,DE,,2013-10-02 dotSaarland GmbH
run,development.run,,,https://www.heroku.com
run,hs.run,,,https://handshake.org
run,onporter.run,,,https://porter.run
run,ravendb.run,,,https://www.heroku.com
run,repl.run,,,https://repl.it
run,run,,,"2015-03-19 Binky Moon, LLC"
run,servers.run,,,https://lokalized.nl
rw,ac.rw,RW,education,https://www.ricta.org.rw/sites/default/files/resources/registry_registrar_contract_0.pdf
rw,co.rw,RW,,https://www.ricta.org.rw/sites/default/files/resources/registry_registrar_contract_0.pdf
rw,coop.rw,RW,,https://www.ricta.org.rw/sites/default/files/resources/registry_registrar_contract_0.pdf
rw,gouv.rw,RW,government,https://web.archive.org/web/20120206074029/http://www.nic.rw/cgi-bin/policy.pl
rw,gov.rw,RW,government,https://www.ricta.org.rw/sites/default/files/resources/registry_registrar_contract_0.pdf
rw,mil.rw,RW,military,https://www.ricta.org.rw/sites/default/files/resources/registry_registrar_contract_0.pdf
rw,net.rw,RW,,https://www.ricta.org.rw/sites/default/files/resources/registry_registrar_contract_0.pdf
rw,org.rw,RW,,https://www.ricta.org.rw/sites/default/files/resources/registry_registrar_contract_0.pdf
rw,rw,RW,,https://www.ricta.org.rw/sites/default/files/resources/registry_registrar_contract_0.pdf
rwe,rwe,,,2015-04-02 RWE AG
ryukyu,ryukyu,,,"2014-01-09 BRregistry, Inc."
sa,com.sa,SA,,http://www.nic.net.sa
sa,edu.sa,SA,education,http://www.nic.net.sa
sa,gov.sa,SA,government,http://www.nic.net.sa
sa,med.sa,SA,,http://www.nic.net.sa
sa,net.sa,SA,,http://www.nic.net.sa
sa,org.sa,SA,,http://www.nic.net.sa
sa,pub.sa,SA,,http://www.nic.net.sa
sa,sa,SA,,http://www.nic.net.sa
sa,sch.sa,SA,,http://www.nic.net.sa
saarland,saarland,DE,,2013-12-12 dotSaarland GmbH
safe,safe,,,"2014-12-18 Amazon Registry Services, Inc."
safety,safety,,,"2015-01-08 Safety Registry Services, LLC."
sakura,sakura,,,2014-12-18 SAKURA Internet Inc.
sale,sale,,,"2014-10-16 Dog Beach, LLC"
salon,salon,,,"2014-12-11 Binky Moon, LLC"
samsclub,samsclub,,,"2015-07-31 Wal-Mart Stores, Inc."
samsung,samsung,,,"2014-04-03 SAMSUNG SDS CO., LTD"
sandvik,sandvik,,,2014-11-13 Sandvik AB
sandvikcoromant,sandvikcoromant,,,2014-11-07 Sandvik AB
sanofi,sanofi,,,2014-10-09 Sanofi
sap,sap,,,2014-03-27 SAP AG
sarl,sarl,,,"2014-07-03 Binky Moon, LLC"
sas,sas,,,2015-04-02 Research IP LLC
save,save,,,"2015-06-25 Amazon Registry Services, Inc."
saxo,saxo,,,2014-10-31 Saxo Bank A/S
sb,com.sb,SB,,http://www.sbnic.net.sb
sb,edu.sb,SB,education,http://www.sbnic.net.sb
sb,gov.sb,SB,government,http://www.sbnic.net.sb
sb,net.sb,SB,,http://www.sbnic.net.sb
sb,org.sb,SB,,http://www.sbnic.net.sb
sb,sb,SB,,http://www.sbnic.net.sb
sbi,sbi,,,2015-03-12 STATE BANK OF INDIA
sbs,sbs,,,2014-11-07 ShortDot SA
sc,com.sc,SC,,http://www.nic.sc
sc,edu.sc,SC,education,http://www.nic.sc
sc,gov.sc,SC,government,http://www.nic.sc
sc,net.sc,SC,,http://www.nic.sc
sc,org.sc,SC,,http://www.nic.sc
sc,sc,SC,,http://www.nic.sc
sca,sca,,,2014-03-13 SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ)
scb,scb,,,"2014-02-20 The Siam Commercial Bank Public Company Limited (""SCB"")"
schaeffler,schaeffler,,,2015-08-06 Schaeffler Technologies AG & Co. KG
schmidt,schmidt,,,2014-04-03 SCHMIDT GROUPE S.A.S.
scholarships,scholarships,,,"2014-04-24 Scholarships.com, LLC"
school,school,,,"2014-12-18 Binky Moon, LLC"
schule,schule,,,"2014-03-06 Binky Moon, LLC"
schwarz,schwarz,,,2014-09-18 Schwarz Domains und Services GmbH & Co. KG
science,science,,,2014-09-11 dot Science Limited
science,ybo.science,,,https://yombo.net
scot,edu.scot,GB,education,https://www.hostbip.com
scot,gov.scot,GB,government,https://schokokeks.org
scot,scot,GB,,2014-01-23 Dot Scot Registry Limited
scot,service.gov.scot,GB,government,https://schokokeks.org
sd,com.sd,SD,,http://www.isoc.sd/sudanic.isoc.sd/billing_pricing.htm
sd,edu.sd,SD,education,http://www.isoc.sd/sudanic.isoc.sd/billing_pricing.htm
sd,gov.sd,SD,government,http://www.isoc.sd/sudanic.isoc.sd/billing_pricing.htm
sd,info.sd,SD,,http://www.isoc.sd/sudanic.isoc.sd/billing_pricing.htm
sd,med.sd,SD,,http://www.isoc.sd/sudanic.isoc.sd/billing_pricing.htm
sd,net.sd,SD,,http://www.isoc.sd/sudanic.isoc.sd/billing_pricing.htm
sd,org.sd,SD,,http://www.isoc.sd/sudanic.isoc.sd/billing_pricing.htm
sd,sd,SD,,http://www.isoc.sd/sudanic.isoc.sd/billing_pricing.htm
sd,tv.sd,SD,,http://www.isoc.sd/sudanic.isoc.sd/billing_pricing.htm
se,123minsida.se,SE,,https://www.omnibond.com
se,a.se,SE,,https://en.wikipedia.org/wiki/.se
se,ac.se,SE,education,https://en.wikipedia.org/wiki/.se
se,b.se,SE,,https://en.wikipedia.org/wiki/.se
se,bd.se,SE,,https://en.wikipedia.org/wiki/.se
se,blogspot.se,SE,,http://www.goip.de
se,brand.se,SE,,https://en.wikipedia.org/wiki/.se
se,c.se,SE,,https://en.wikipedia.org/wiki/.se
se,com.se,SE,,http://www.centralnic.com/names/domains
se,conf.se,SE,,https://günstigbestellen.de
se,d.se,SE,,https://en.wikipedia.org/wiki/.se
se,e.se,SE,,https://en.wikipedia.org/wiki/.se
se,f.se,SE,,https://en.wikipedia.org/wiki/.se
se,fh.se,SE,,https://en.wikipedia.org/wiki/.se
se,fhsk.se,SE,,https://en.wikipedia.org/wiki/.se
se,fhv.se,SE,,https://en.wikipedia.org/wiki/.se
se,g.se,SE,,https://en.wikipedia.org/wiki/.se
se,h.se,SE,,https://en.wikipedia.org/wiki/.se
se,i.se,SE,,https://en.wikipedia.org/wiki/.se
se,iopsys.se,SE,,https://iopsys.eu
se,itcouldbewor.se,SE,,https://riseup.net
se,k.se,SE,,https://en.wikipedia.org/wiki/.se
se,komforb.se,SE,,https://en.wikipedia.org/wiki/.se
se,kommunalforbund.se,SE,,https://en.wikipedia.org/wiki/.se
se,komvux.se,SE,,https://en.wikipedia.org/wiki/.se
se,l.se,SE,,https://en.wikipedia.org/wiki/.se
se,lanbib.se,SE,,https://en.wikipedia.org/wiki/.se
se,m.se,SE,,https://en.wikipedia.org/wiki/.se
se,myspreadshop.se,SE,,https://www.spreadshop.com
se,n.se,SE,,https://en.wikipedia.org/wiki/.se
se,naturbruksgymn.se,SE,,https://en.wikipedia.org/wiki/.se
se,o.se,SE,,https://en.wikipedia.org/wiki/.se
se,org.se,SE,,https://en.wikipedia.org/wiki/.se
se,p.se,SE,,https://en.wikipedia.org/wiki/.se
se,parti.se,SE,,https://en.wikipedia.org/wiki/.se
se,pp.se,SE,,https://en.wikipedia.org/wiki/.se
se,press.se,SE,,https://en.wikipedia.org/wiki/.se
se,r.se,SE,,https://en.wikipedia.org/wiki/.se
se,s.se,SE,,https://en.wikipedia.org/wiki/.se
se,se,SE,,https://en.wikipedia.org/wiki/.se
se,su.paba.se,SE,,https://supabase.io
se,t.se,SE,,https://en.wikipedia.org/wiki/.se
se,tm.se,SE,,https://en.wikipedia.org/wiki/.se
se,u.se,SE,,https://en.wikipedia.org/wiki/.se
se,w.se,SE,,https://en.wikipedia.org/wiki/.se
se,x.se,SE,,https://en.wikipedia.org/wiki/.se
se,y.se,SE,,https://en.wikipedia.org/wiki/.se
se,z.se,SE,,https://en.wikipedia.org/wiki/.se
search,search,,,2016-06-09 Charleston Road Registry Inc.
seat,seat,,,"2014-05-22 SEAT, S.A. (Sociedad Unipersonal)"
secure,secure,,,"2015-08-27 Amazon Registry Services, Inc."
security,security,,,2015-05-14 XYZ.COM LLC
seek,seek,,,2014-12-04 Seek Limited
select,select,,,"2015-10-08 Registry Services, LLC"
sener,sener,,,"2014-10-24 Sener Ingeniería y Sistemas, S.A."
services,loginline.services,,,https://www.loginline.com
services,services,,,"2014-02-27 Binky Moon, LLC"
ses,ses,,,2015-07-23 SES
seven,seven,,,2015-08-06 Seven West Media Ltd
sew,sew,,,2014-07-17 SEW-EURODRIVE GmbH & Co KG
sex,sex,,,2014-11-13 ICM Registry SX LLC
sexy,sexy,,,2013-09-11 UNR Corp.
sfr,sfr,,,2015-08-13 Societe Francaise du Radiotelephone - SFR
sg,blogspot.sg,SG,,http://www.goip.de
sg,com.sg,SG,,http://www.nic.net.sg/page/registration-policies-procedures-and-guidelines
sg,edu.sg,SG,education,http://www.nic.net.sg/page/registration-policies-procedures-and-guidelines
sg,enscaled.sg,SG,,https://jelastic.com
sg,gov.sg,SG,government,http://www.nic.net.sg/page/registration-policies-procedures-and-guidelines
sg,net.sg,SG,,http://www.nic.net.sg/page/registration-policies-procedures-and-guidelines
sg,org.sg,SG,,http://www.nic.net.sg/page/registration-policies-procedures-and-guidelines
sg,per.sg,SG,,http://www.nic.net.sg/page/registration-policies-procedures-and-guidelines
sg,sg,SG,,http://www.nic.net.sg/page/registration-policies-procedures-and-guidelines
sh,bc.platform.sh,SH-HL,,https://platform.sh
sh,bip.sh,SH-HL,,https://bip.sh
sh,com.sh,SH-HL,,http://nic.sh/rules.htm
sh,ent.platform.sh,SH-HL,,https://platform.sh
sh,eu.platform.sh,SH-HL,,https://platform.sh
sh,gov.sh,SH-HL,government,http://nic.sh/rules.htm
sh,hashbang.sh,SH-HL,,https://hashbang.sh
sh,mil.sh,SH-HL,military,http://nic.sh/rules.htm
sh,net.sh,SH-HL,,http://nic.sh/rules.htm
sh,now.sh,SH-HL,,https://vercel.com
sh,org.sh,SH-HL,,http://nic.sh/rules.htm
sh,sh,SH-HL,,http://nic.sh/rules.htm
sh,us.platform.sh,SH-HL,,https://platform.sh
sh,vxl.sh,SH-HL,,https://voxel.sh/dns
sh,wedeploy.sh,SH-HL,,https://www.wedeploy.com
shangrila,shangrila,,,2015-09-03 Shangri‐La International Hotel Management Limited
sharp,sharp,,,2014-05-01 Sharp Corporation
shaw,shaw,,,2015-04-23 Shaw Cablesystems G.P.
shell,shell,,,2015-07-30 Shell Information Technology International Inc
shia,shia,,,2014-09-04 Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.
shiksha,shiksha,,,2013-11-14 Identity Digital Limited
shoes,shoes,,,"2013-10-02 Binky Moon, LLC"
shop,barsy.shop,,,https://lukanet.com
shop,base.shop,,,https://binc.jp
shop,hoplix.shop,,,https://www.hoplix.com
shop,shop,,,"2016-04-08 GMO Registry, Inc."
shopping,shopping,,,"2016-03-31 Binky Moon, LLC"
shouji,shouji,,,"2015-01-08 Beijing Qihu Keji Co., Ltd."
show,show,,,"2015-03-05 Binky Moon, LLC"
showtime,showtime,,,2015-08-06 CBS Domains Inc.
si,blogspot.si,SI,,http://www.goip.de
si,gitapp.si,SI,,https://ghost.org
si,gitpage.si,SI,,https://ghost.org
si,si,SI,,https://en.wikipedia.org/wiki/.si
silk,silk,,,"2015-06-25 Amazon Registry Services, Inc."
sina,sina,,,2015-03-12 Sina Corporation
singles,singles,,,"2013-08-27 Binky Moon, LLC"
site,barsy.site,,,https://lukanet.com
site,byen.site,,,https://ppcom.fr
site,cyon.site,,,https://www.cyon.ch
site,fastvps.site,,,https://fastvps.ru
site,fnwk.site,,,https://www.cyon.ch
site,folionetwork.site,,,https://www.cyon.ch
site,jele.site,,,https://jelastic.com
site,lelux.site,,,https://lelux.fi
site,loginline.site,,,https://www.loginline.com
site,mintere.site,,,https://mintere.com
site,novecore.site,,,https://staclar.com
site,omniwe.site,,,https://www.omnibond.com
site,opensocial.site,,,https://www.getopensocial.com
site,site,,,2015-01-15 Radix FZC
site,srht.site,,,https://sourcehut.org
sj,sj,,,No registrations at this time.
sk,blogspot.sk,SK,,http://www.goip.de
sk,gov.sk,SK,government,
sk,sk,SK,,https://en.wikipedia.org/wiki/.sk
ski,ski,,,2015-04-09 Identity Digital Limited
skin,skin,,,2015-01-15 XYZ.COM LLC
sky,sky,,,2014-06-19 Sky International AG
skype,skype,,,2014-12-18 Microsoft Corporation
sl,com.sl,SL,,http://www.nic.sl
sl,edu.sl,SL,education,http://www.nic.sl
sl,gov.sl,SL,government,http://www.nic.sl
sl,net.sl,SL,,http://www.nic.sl
sl,org.sl,SL,,http://www.nic.sl
sl,sl,SL,,http://www.nic.sl
sling,sling,,,2015-07-30 DISH Technologies L.L.C.
sm,sm,SM,,https://en.wikipedia.org/wiki/.sm
smart,smart,,,"2015-07-09 Smart Communications, Inc. (SMART)"
smile,smile,,,"2014-12-18 Amazon Registry Services, Inc."
sn,art.sn,SN,,https://en.wikipedia.org/wiki/.sn
sn,blogspot.sn,SN,,http://www.goip.de
sn,com.sn,SN,,https://en.wikipedia.org/wiki/.sn
sn,edu.sn,SN,education,https://en.wikipedia.org/wiki/.sn
sn,gouv.sn,SN,government,https://en.wikipedia.org/wiki/.sn
sn,org.sn,SN,,https://en.wikipedia.org/wiki/.sn
sn,perso.sn,SN,,https://en.wikipedia.org/wiki/.sn
sn,sn,SN,,https://en.wikipedia.org/wiki/.sn
sn,univ.sn,SN,,https://en.wikipedia.org/wiki/.sn
sncf,sncf,,,2015-02-19 Société Nationale des Chemins de fer Francais S N C F
so,com.so,SO,,http://sonic.so/policies
so,edu.so,SO,education,http://sonic.so/policies
so,gov.so,SO,government,https://en.wikipedia.org/wiki/.so http://sonic.so/policies
so,me.so,SO,,http://sonic.so/policies
so,net.so,SO,,http://sonic.so/policies
so,org.so,SO,,http://sonic.so/policies
so,sch.so,SO,,https://www.hostbip.com
so,so,SO,,http://sonic.so/policies
soccer,soccer,,,"2015-03-26 Binky Moon, LLC"
social,social,,,"2013-11-07 Dog Beach, LLC"
softbank,softbank,,,2015-07-02 SoftBank Group Corp.
software,software,,,"2014-03-20 Dog Beach, LLC"
sohu,sohu,,,2013-12-19 Sohu.com Limited
solar,solar,,,"2013-11-07 Binky Moon, LLC"
solutions,solutions,,,"2013-11-07 Binky Moon, LLC"
song,song,,,"2015-02-26 Amazon Registry Services, Inc."
sony,sony,,,2015-01-08 Sony Corporation
soy,soy,,,2014-01-23 Charleston Road Registry Inc.
spa,spa,,,2019-09-19 Asia Spa and Wellness Promotion Council Limited
space,myfast.space,,,https://fastvps.ru
space,space,,,2014-04-03 Radix FZC
space,uber.space,,,https://uberspace.de
space,xs4all.space,,,https://www.xs4all.nl
sport,sport,,,2017-11-16 Global Association of International Sports Federations (GAISF)
spot,spot,,,"2015-02-26 Amazon Registry Services, Inc."
sr,gov.sr,SR,government,
sr,sr,SR,,https://en.wikipedia.org/wiki/.sr
srl,srl,,,"2015-05-07 InterNetX, Corp"
ss,biz.ss,SS,,https://registry.nic.ss
ss,com.ss,SS,,https://registry.nic.ss
ss,edu.ss,SS,education,https://registry.nic.ss
ss,gov.ss,SS,government,https://en.wikipedia.org/wiki/.ss https://registry.nic.ss
ss,me.ss,SS,,https://registry.nic.ss
ss,net.ss,SS,,https://registry.nic.ss
ss,org.ss,SS,,https://registry.nic.ss
ss,sch.ss,SS,,https://registry.nic.ss
ss,ss,SS,,https://registry.nic.ss
st,co.st,ST,,http://www.nic.st/html/policyrules
st,com.st,ST,,http://www.nic.st/html/policyrules
st,consulado.st,ST,,http://www.nic.st/html/policyrules
st,edu.st,ST,education,http://www.nic.st/html/policyrules
st,embaixada.st,ST,,http://www.nic.st/html/policyrules
st,gov.st,ST,government,http://www.nic.st/html/policyrules
st,mil.st,ST,military,http://www.nic.st/html/policyrules
st,net.st,ST,,http://www.nic.st/html/policyrules
st,noho.st,ST,,https://yunohost.org
st,org.st,ST,,http://www.nic.st/html/policyrules
st,principe.st,ST,,http://www.nic.st/html/policyrules
st,saotome.st,ST,,http://www.nic.st/html/policyrules
st,st,ST,,http://www.nic.st/html/policyrules
st,store.st,ST,,http://www.nic.st/html/policyrules
stada,stada,,,2014-11-13 STADA Arzneimittel AG
staples,staples,,,"2015-07-30 Staples, Inc."
star,star,,,2015-01-08 Star India Private Limited
statebank,statebank,,,2015-03-12 STATE BANK OF INDIA
statefarm,statefarm,,,2015-07-30 State Farm Mutual Automobile Insurance Company
stc,stc,,,2014-10-09 Saudi Telecom Company
stcgroup,stcgroup,,,2014-10-09 Saudi Telecom Company
stockholm,stockholm,SE,,2014-12-18 Stockholms kommun
storage,storage,,,2014-12-22 XYZ.COM LLC
store,sellfy.store,,,https://sellfy.com
store,shopware.store,,,https://shopware.com
store,store,,,2015-04-09 Radix FZC
store,storebase.store,,,https://www.storebase.io
stream,stream,,,2016-01-08 dot Stream Limited
studio,studio,,,"2015-02-11 Dog Beach, LLC"
study,study,,,"2014-12-11 Registry Services, LLC"
style,style,,,"2014-12-04 Binky Moon, LLC"
su,abkhazia.su,RU,,https://faitid.org
su,adygeya.su,RU,,https://faitid.org
su,aktyubinsk.su,RU,,https://faitid.org
su,arkhangelsk.su,RU,,https://faitid.org
su,armenia.su,RU,,https://faitid.org
su,ashgabad.su,RU,,https://faitid.org
su,azerbaijan.su,RU,,https://faitid.org
su,balashov.su,RU,,https://faitid.org
su,bashkiria.su,RU,,https://faitid.org
su,bryansk.su,RU,,https://faitid.org
su,bukhara.su,RU,,https://faitid.org
su,chimkent.su,RU,,https://faitid.org
su,dagestan.su,RU,,https://faitid.org
su,east-kazakhstan.su,RU,,https://faitid.org
su,exnet.su,RU,,https://faitid.org
su,georgia.su,RU,,https://faitid.org
su,grozny.su,RU,,https://faitid.org
su,ivanovo.su,RU,,https://faitid.org
su,jambyl.su,RU,,https://faitid.org
su,kalmykia.su,RU,,https://faitid.org
su,kaluga.su,RU,,https://faitid.org
su,karacol.su,RU,,https://faitid.org
su,karaganda.su,RU,,https://faitid.org
su,karelia.su,RU,,https://faitid.org
su,khakassia.su,RU,,https://faitid.org
su,krasnodar.su,RU,,https://faitid.org
su,kurgan.su,RU,,https://faitid.org
su,kustanai.su,RU,,https://faitid.org
su,lenug.su,RU,,https://faitid.org
su,mangyshlak.su,RU,,https://faitid.org
su,mordovia.su,RU,,https://faitid.org
su,msk.su,RU,,https://faitid.org
su,murmansk.su,RU,,https://faitid.org
su,nalchik.su,RU,,https://faitid.org
su,navoi.su,RU,,https://faitid.org
su,north-kazakhstan.su,RU,,https://faitid.org
su,nov.su,RU,,https://faitid.org
su,obninsk.su,RU,,https://faitid.org
su,penza.su,RU,,https://faitid.org
su,pokrovsk.su,RU,,https://faitid.org
su,sochi.su,RU,,https://faitid.org
su,spb.su,RU,,https://faitid.org
su,su,RU,,https://en.wikipedia.org/wiki/.su
su,tashkent.su,RU,,https://faitid.org
su,termez.su,RU,,https://faitid.org
su,togliatti.su,RU,,https://faitid.org
su,troitsk.su,RU,,https://faitid.org
su,tselinograd.su,RU,,https://faitid.org
su,tula.su,RU,,https://faitid.org
su,tuva.su,RU,,https://faitid.org
su,vladikavkaz.su,RU,,https://faitid.org
su,vladimir.su,RU,,https://faitid.org
su,vologda.su,RU,,https://faitid.org
sucks,sucks,,,2014-12-22 Vox Populi Registry Ltd.
supplies,supplies,,,"2013-12-19 Binky Moon, LLC"
supply,supply,,,"2013-12-19 Binky Moon, LLC"
support,barsy.support,,,https://lukanet.com
support,support,,,"2013-10-24 Binky Moon, LLC"
surf,surf,,,"2014-01-09 Registry Services, LLC"
surgery,surgery,,,"2014-03-20 Binky Moon, LLC"
suzuki,suzuki,,,2014-02-20 SUZUKI MOTOR CORPORATION
sv,com.sv,SV,,http://www.svnet.org.sv/niveldos.pdf
sv,edu.sv,SV,education,http://www.svnet.org.sv/niveldos.pdf
sv,gob.sv,SV,government,http://www.svnet.org.sv/niveldos.pdf
sv,org.sv,SV,,http://www.svnet.org.sv/niveldos.pdf
sv,red.sv,SV,,http://www.svnet.org.sv/niveldos.pdf
sv,sv,SV,,http://www.svnet.org.sv/niveldos.pdf
swatch,swatch,,,2015-01-08 The Swatch Group Ltd
swiss,swiss,CH,,2014-10-16 Swiss Confederation
sx,gov.sx,NL,government,https://en.wikipedia.org/wiki/.sx
sx,sx,NL,,https://en.wikipedia.org/wiki/.sx
sy,com.sy,SY,,https://en.wikipedia.org/wiki/.sy
sy,edu.sy,SY,education,https://en.wikipedia.org/wiki/.sy
sy,gov.sy,SY,government,https://en.wikipedia.org/wiki/.sy
sy,mil.sy,SY,military,https://en.wikipedia.org/wiki/.sy
sy,net.sy,SY,,https://en.wikipedia.org/wiki/.sy
sy,org.sy,SY,,https://en.wikipedia.org/wiki/.sy
sy,sy,SY,,https://en.wikipedia.org/wiki/.sy
sydney,sydney,AU,,"2014-09-18 State of New South Wales, Department of Premier and Cabinet"
systems,knightpoint.systems,,,http://www.knightpoint.com
systems,systems,,,"2013-11-07 Binky Moon, LLC"
sz,ac.sz,SZ,education,https://en.wikipedia.org/wiki/.sz
sz,co.sz,SZ,,https://en.wikipedia.org/wiki/.sz
sz,gov.sz,SZ,government,https://en.wikipedia.org/wiki/.sz
sz,org.sz,SZ,,https://en.wikipedia.org/wiki/.sz
sz,sz,SZ,,https://en.wikipedia.org/wiki/.sz
tab,tab,,,2014-12-04 Tabcorp Holdings Limited
taipei,taipei,TW,,2014-07-10 Taipei City Government
talk,talk,,,"2015-04-09 Amazon Registry Services, Inc."
taobao,taobao,,,2015-01-15 Alibaba Group Holding Limited
target,target,,,"2015-07-31 Target Domain Holdings, LLC"
tatamotors,tatamotors,,,2015-03-12 Tata Motors Ltd
tatar,tatar,,,"2014-04-24 Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic"""
tattoo,tattoo,,,"2013-08-30 Top Level Design, LLC"
tax,tax,,,"2014-03-20 Binky Moon, LLC"
taxi,taxi,,,"2015-03-19 Binky Moon, LLC"
tc,ch.tc,TC,,https://voxel.sh/dns
tc,me.tc,TC,,https://voxel.sh/dns
tc,tc,TC,,https://en.wikipedia.org/wiki/.tc
tc,we.tc,TC,,https://voxel.sh/dns
tci,tci,,,2014-09-12 Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.
td,blogspot.td,TD,,http://www.goip.de
td,gouv.td,TD,government,https://web.archive.org/web/20170814151158/http://www.nic.td/wp-content/uploads/2016/03/Charte-de-nommage-Final.pdf
td,nat.td,TD,government,https://web.archive.org/web/20170814151158/http://www.nic.td/wp-content/uploads/2016/03/Charte-de-nommage-Final.pdf
td,presid.td,TD,government,https://web.archive.org/web/20170814151158/http://www.nic.td/wp-content/uploads/2016/03/Charte-de-nommage-Final.pdf
td,td,TD,,https://en.wikipedia.org/wiki/.td
tdk,tdk,,,2015-06-11 TDK Corporation
team,discourse.team,,,https://www.discourse.org
team,jelastic.team,,,https://jelastic.com
team,team,,,"2015-03-05 Binky Moon, LLC"
tech,tech,,,2015-01-30 Radix FZC
technology,co.technology,,,https://Lifetime.Hosting
technology,technology,,,"2013-09-13 Binky Moon, LLC"
tel,tel,,,https://en.wikipedia.org/wiki/.td
temasek,temasek,,,2014-08-07 Temasek Holdings (Private) Limited
tennis,tennis,,,"2014-12-04 Binky Moon, LLC"
teva,teva,,,2015-07-02 Teva Pharmaceutical Industries Limited
tf,sch.tf,FR,,https://www.udr.org.yt
tf,tf,FR,,https://en.wikipedia.org/wiki/.tf
tg,gouv.tg,TG,government,
tg,tg,TG,,https://en.wikipedia.org/wiki/.tg
th,ac.th,TH,education,https://en.wikipedia.org/wiki/.th
th,co.th,TH,,https://en.wikipedia.org/wiki/.th
th,go.th,TH,government,https://en.wikipedia.org/wiki/.th
th,in.th,TH,,https://en.wikipedia.org/wiki/.th
th,mi.th,TH,,https://en.wikipedia.org/wiki/.th
th,net.th,TH,,https://en.wikipedia.org/wiki/.th
th,online.th,TH,,https://www.dotarai.com
th,or.th,TH,,https://en.wikipedia.org/wiki/.th
th,shop.th,TH,,https://www.dotarai.com
th,th,TH,,https://en.wikipedia.org/wiki/.th
thd,thd,,,"2015-04-02 Home Depot Product Authority, LLC"
theater,theater,,,"2015-03-19 Binky Moon, LLC"
theatre,theatre,,,2015-05-07 XYZ.COM LLC
tiaa,tiaa,,,2015-07-23 Teachers Insurance and Annuity Association of America
tickets,tickets,,,2015-02-05 XYZ.COM LLC
tienda,tienda,,,"2013-11-14 Binky Moon, LLC"
tiffany,tiffany,,,2015-01-30 Tiffany and Company
tips,tips,,,"2013-09-20 Binky Moon, LLC"
tires,tires,,,"2014-11-07 Binky Moon, LLC"
tirol,tirol,,,2014-04-24 punkt Tirol GmbH
tj,ac.tj,TJ,education,http://www.nic.tj/policy.html
tj,biz.tj,TJ,,http://www.nic.tj/policy.html
tj,co.tj,TJ,,http://www.nic.tj/policy.html
tj,com.tj,TJ,,http://www.nic.tj/policy.html
tj,edu.tj,TJ,education,http://www.nic.tj/policy.html
tj,go.tj,TJ,government,http://www.nic.tj/policy.html
tj,gov.tj,TJ,government,http://www.nic.tj/policy.html
tj,int.tj,TJ,,http://www.nic.tj/policy.html
tj,mil.tj,TJ,military,http://www.nic.tj/policy.html
tj,name.tj,TJ,,http://www.nic.tj/policy.html
tj,net.tj,TJ,,http://www.nic.tj/policy.html
tj,nic.tj,TJ,,http://www.nic.tj/policy.html
tj,org.tj,TJ,,http://www.nic.tj/policy.html
tj,test.tj,TJ,,http://www.nic.tj/policy.html
tj,tj,TJ,,http://www.nic.tj/policy.html
tj,web.tj,TJ,,http://www.nic.tj/policy.html
tjmaxx,tjmaxx,,,"2015-07-16 The TJX Companies, Inc."
tjx,tjx,,,"2015-07-16 The TJX Companies, Inc."
tk,tk,TK,,https://en.wikipedia.org/wiki/.tk
tkmaxx,tkmaxx,,,"2015-07-16 The TJX Companies, Inc."
tl,gov.tl,TL,government,https://en.wikipedia.org/wiki/.tl
tl,tl,TL,,https://en.wikipedia.org/wiki/.tl
tm,co.tm,TM,,http://www.nic.tm/local.html
tm,com.tm,TM,,http://www.nic.tm/local.html
tm,edu.tm,TM,education,http://www.nic.tm/local.html
tm,gov.tm,TM,government,http://www.nic.tm/local.html
tm,mil.tm,TM,military,http://www.nic.tm/local.html
tm,net.tm,TM,,http://www.nic.tm/local.html
tm,nom.tm,TM,,http://www.nic.tm/local.html
tm,org.tm,TM,,http://www.nic.tm/local.html
tm,tm,TM,,http://www.nic.tm/local.html
tmall,tmall,,,2015-01-15 Alibaba Group Holding Limited
tn,com.tn,TN,,http://www.registre.tn/fr
tn,ens.tn,TN,,http://www.registre.tn/fr
tn,fin.tn,TN,,http://www.registre.tn/fr
tn,gov.tn,TN,government,http://www.registre.tn/fr
tn,ind.tn,TN,,http://www.registre.tn/fr
tn,info.tn,TN,,http://www.registre.tn/fr
tn,intl.tn,TN,,http://www.registre.tn/fr
tn,mincom.tn,TN,,http://www.registre.tn/fr
tn,nat.tn,TN,,http://www.registre.tn/fr
